person_id,credit_card_no
359,4029834031692650
360,2702376055645220
361,3585835871556580
362,36609615438278
363,180059294061260
364,4079574034091880
365,36518822795778
366,3518080597198330
367,6532077012067510
368,370355518898085
369,4281360417650040
370,345178394179731
371,4232235025377130000
372,3568651595053990
373,3555938979282920
374,213170198801734
375,3505826054669420
376,180057492794989
377,3523439620604590
378,3547233223757790
379,3518057559245670
380,3525481140903610
381,379984637250448
382,213174929950729
383,3595666109395850
384,4129710205459180
385,4306390509065480
386,3586976126996130
387,4277187445439620000
388,213123869233638
389,502036908874
390,4595433886863
391,3545598153672340
392,6544298047107540
393,4151343019887260
394,375415189395871
395,4847638189034270
396,4369036773037280
397,4241347568706310000
398,4596363998363
399,6011311217770790
400,4224390235658420
401,3534988665645400
402,583907832260
403,6590270771392330
404,2287150053134780
405,4456342978848280
406,4103664194662400
407,370394809618233
408,4576348824088860
409,4507819424101680000
410,4996402829310480
411,180003471971677
412,4258343511034120000
413,30260168650376
414,4188838045336290
415,586786508497
416,3531777303944310
417,345647924400692
418,2238346206496740
419,60469623494
420,4003702090612660000
421,4856602938715
422,4251865138534410
423,30231945328230
424,3552387581337920
425,60422537757
426,4847448378575650
427,639097007400
428,3561269589671750
429,30163257645127
430,3593368418562560
431,502059977954
432,342796009400300
433,4991274630274950
434,4214933560140200
435,3543980945833170
436,6011977906609500
437,3527606113691030
438,4188262989562240
439,2720269345394440
440,4851381591880270
441,378089376982085
442,6572403212030940
443,3595399418104700
444,676355565521
445,3517601922683900
446,3541880903926150
447,348854349404690
448,3571998628804910
449,4255763532619240000
450,30495077365530
451,2296985336895980
452,5143073230036710
453,4556364565222150000
454,30364859763678
455,4962309802762210
456,2720799239258160
457,4264398805743380
458,4338202762872090
459,340164015149456
460,6011438863444280
461,2398980983522080
462,4028731195649040
463,4780293442031880000
464,3542432034676890
465,3521023275423110
466,36413818461496
467,4590302657479
468,2259539149849250
469,4060577498206360
470,3557871605797060
471,5599379785859280
472,6011828742533030
473,4272775970370
474,6581747543953420
475,6011086088335960
476,6011528733360660
477,4353342337240420
478,2257030655328800
479,4915389442342900
480,3528744929879800
481,4335496562025020
482,4846581328896700
483,3518281068676660
484,3503118373130210
485,343328130988158
486,6011323485509140
487,373108291174043
488,3561495239300760
489,3550574872626160
490,3544484295595720
491,4473407617339190000
492,30405487961240
493,4432686660680
494,2297697184766390
495,342827998412525
496,30283822921819
497,213153796563542
498,6576516107432330
499,6011065537256840
500,5464523392468530
501,6011034059383140
502,501805433957
503,4112997944110
504,501867027853
505,30207136762387
506,4204062806751
507,4303603233289340000
508,5276570810789900
509,6566125372260710
510,4050238496849
511,4916978346442140000
512,3572283786182890
513,4666524071882550
514,4658599015811860
515,3500988831493950
516,3577917237405210
517,3539426972288410
518,3590792836018490
519,585076335488
520,213173796075248
521,3510765740644700
522,4227354055103800
523,3514221645836830
524,675990541947
525,30499181041813
526,4677322430469270
527,2281233453720100
528,4494516655905740
529,4184555923414
530,376049739741166
531,6567593336628330
532,571215176322
533,2278929494298860
534,3503416983564290
535,36794511108736
536,4326879854204290
537,342764562614410
538,676371988798
539,4788439738320320000
540,3572167381062910
541,6541050581739200
542,676323853199
543,6011515849178470
544,676216376910
545,4347037027845
546,3537185245340580
547,2282976277775090
548,5410649651117050
549,4099534175009590000
550,6513178755140490
551,4561033888774
552,3555477438553850
553,213135711344017
554,213186676940802
555,676357740296
556,4768690211878980
557,4316357324383920000
558,4985051417969250
559,30027945952122
560,3589915690023870
561,564319796236
562,4250165451532
563,4577482568100770000
564,3500381560399300
565,4508370431124150
566,503847202663
567,4675054035832100
568,4460210007102
569,180064468909575
570,36442035795543
571,4528375134422290
572,503841787453
573,6011310474007310
574,213178818592062
575,4582803248833
576,374739294094298
577,4754556531216
578,4402704327276270000
579,3533264649658890
580,3524427181990270
581,4142925101389960
582,4211675998515790
583,2240427867327940
584,4789065281342030
585,4158240879715090000
586,5201521125739910
587,586581828884
588,6011334927258350
589,4105588770487980
590,4591214777136060
591,30324514403003
592,501853105481
593,2297041938632270
594,6531020948975510
595,2334974687089190
596,379690344243689
597,4765509343418
598,676262531285
599,4143191349157200000
600,4787649513923810
601,4381450256035570000
602,676148006080
603,180099578078895
604,30191627393805
605,3516911680739980
606,3563645072807880
607,213142289321476
608,3564381491676250
609,5267989729640490
610,4016444706783570000
611,2237957520695030
612,3577177230971990
613,4516614659628180
614,3504896696943650
615,4552067782236400
616,676119211727
617,3524300911343940
618,4442688007574
619,4161714327966350
620,4769204822743190
621,4552760712006
622,4636292116572190
623,676120959454
624,3596882118228520
625,3548516372224940
626,30068498456236
627,4332807987340160
628,30235334643653
629,373085212736797
630,6528437492647830
631,4805263059360390000
632,3515441920694230
633,676265794419
634,4178968067444840
635,4814474851623
636,30047535650761
637,3583701623837840
638,6011888821201040
639,180058000209312
640,379385083900165
641,213161790371556
642,36245383234324
643,4483588295403200000
644,4137734400155010
645,3582945959379300
646,4119390032996930000
647,6592514399070880
648,4669773198300940000
649,2720156344068680
650,4771887505214210
651,6512589840252190
652,348551012105683
653,30142534938398
654,4333410904978480
655,3554352217236250
656,213148089115448
657,3545110773361440
658,3562526532111900
659,4616956078260170
660,379877491693036
661,4798549438089950
662,38683671657426
663,4284524145535
664,378827647732213
665,213153084655323
666,6011815447975530
667,3523856166892840
668,30367631475602
669,345026050065001
670,4445986599176760
671,4796503231402420
672,30368413076105
673,3585905632967940
674,4501411136481320
675,4784172375260900000
676,3536185970089340
677,4316631796600
678,3514150425159620
679,4906940841101260
680,6011697813275020
681,2305711137971050
682,5393241432391120
683,344977365507668
684,374684099665332
685,3563727303662450
686,378642045520676
687,2720630863017570
688,3517510572252300
689,30258817422304
690,4577912235580250000
691,345991036238818
692,4950237282159650000
693,4104101460997190
694,370192383588628
695,2705845578395070
696,30445370228281
697,2720812843828270
698,4545340678894420000
699,4342740445269
700,3525894681265690
701,4601768112113
702,4366349033309
703,346278786930219
704,180053586736358
705,4076537049146
706,30262632645727
707,180027240022462
708,38562692510717
709,6539082849557710
710,3559252290095060
711,4265227770135850
712,374817878838023
713,4240068444011730
714,60415989973
715,36887013606874
716,3570779590539250
717,4973928984974
718,6582908512615870
719,343579637188599
720,3563459639368230
721,4705157819844930
722,6500857720134530
723,639098480663
724,3521796203189430
725,349745338409055
726,4632676915545
727,4508396329701390000
728,4416402793614160
729,2720697525765380
730,4843026202021020
731,675934710103
732,377105962921153
733,2715485521516100
734,3566243713672330
735,3549832237214960
736,3516496845078730
737,3513572271540030
738,180035377643307
739,373414808556098
740,503824670015
741,3556895600653410
742,4102284708247250
743,3577075101007540
744,3578158016681850
745,4429920956939060
746,3592930722514990
747,30329494939645
748,2247837990607220
749,213100331730383
750,4597508934558660
751,4857343556708280000
752,4100769735439170
753,4522970810122
754,2256105380203260
755,4529510043895590
756,38229030038146
757,345909977801881
758,180078890013228
759,4129942238440500
760,5452937301551660
761,6011707388092410
762,342614467482118
763,4714249398952240
764,3507602879317670
765,6011590307643460
766,501863867500
767,3523498628138580
768,4116561139528
769,4772246284587120
770,3592556084156890
771,30345647055998
772,36485502202014
773,4107292752804150000
774,3510033987346380
775,3508974082928400
776,3588745691220230
777,4591936969760650
778,4128551004307
779,4265160786818330000
780,6552905062412360
781,4268908351983810
782,4341055113040870
783,6011175506521530
784,4805948442544
785,38347048488689
786,4276086165328330000
787,3522281500146900
788,341110201910846
789,4359619324425
790,4945552091745900000
791,4401601130962
792,4693570079321230
793,4042386868382
794,630493987360
795,6011013321785980
796,4598641851654720000
797,3518010830013640
798,6011354856987520
799,4083661001817040000
800,213132594596144
801,3543784273376480
802,4196009092062380
803,30461555208592
804,4867733275993530000
805,377540095667580
806,38681210382266
807,3568321626511910
808,180017752154993
809,4082743417796
810,4411303528991980
811,630411126505
812,3599805030897910
813,4998248869770490000
814,213162673637998
815,180015978850394
816,4714228101796590000
817,180072560824568
818,2271832501222730
819,345560656220404
820,3544310396984280
821,6011424914372580
822,4100740384897120
823,2655609882306870
824,3584625000788820
825,676165428407
826,4456859958230670
827,584201279380
828,4646763051041800000
829,501831147282
830,180086113048764
831,3535056616021430
832,3570826243508700
833,562714034815
834,676260191520
835,30418680032404
836,30141700064864
837,4880580002254120
838,4519645675419
839,4393967733457
840,4239936702575340
841,4058390806539600
842,3534310647865480
843,180035005854631
844,60426075010
845,3566828391228500
846,4201149739711730
847,4021828512212750
848,4741401608116230
849,30435292644368
850,639031119212
851,3521060007799510
852,180002047000268
853,346572512624306
854,373000583212641
855,30017700755430
856,36622206938564
857,4159396409516820
858,30439492025147
859,4810249758438150
860,373714536531044
861,2260209810677590
862,3527874622584570
863,4157882937091
864,5321421001873830
865,3583933774123970
866,4320708313828
867,3558799382564890
868,213169322046901
869,4232711102671880000
870,4017068706405850
871,3562115377726130
872,180026740063091
873,180041440082879
874,501876726396
875,3572593551261720
876,3524710544443590
877,213128970710242
878,30502840959190
879,4398782900679600
880,213143228405198
881,3596720306236910
882,4716688405949900
883,4367303992498
884,4946354056319
885,4902029725621870
886,213177498545572
887,3547987445711350
888,4458733912812910000
889,6591697340989540
890,180076561781644
891,6555755250030880
892,4197276397015
893,4540518431540280
894,348602403364551
895,36560203488912
896,4493265216469020
897,4641627126004770
898,676210981780
899,3511913924331010
900,343961483799234
901,503805600536
902,180015085898468
903,4412824860430840
904,30399837932763
905,6580668353603470
906,639046878935
907,6011543378128770
908,180002738340650
909,3578318512556760
910,4059941939979
911,4097027811001
912,639075877451
913,4408587614756110000
914,3565493275656520
915,4359914324649740
916,213112758955682
917,4101025477205880
918,4765683333746150000
919,6534671418622630
920,639087257353
921,3519359624841840
922,4672499612362130
923,5383863505817650
924,4753928865495320
925,3507156623387800
926,4791170188673790
927,4368509727562310
928,3536013542360290
929,4961309532482760
930,4723812680406340
931,4890883989686780000
932,180066223490387
933,503860340358
934,373741761214376
935,213183633391773
936,4965164982785770
937,4350272510624
938,180040759953308
939,576181411785
940,4924216285805410000
941,4523057019157
942,675930247365
943,36760811350294
944,6590761191125590
945,30406477813078
946,4075919711619200000
947,2646373593173640
948,342916893599971
949,3562915585263240
950,3553714670713560
951,2542826704739110
952,2641000909161450
953,3577384819739970
954,4213588896653970000
955,5518960864902330
956,3576368686775000
957,4903633947315830000
958,213108132321401
959,2720381309640520
960,3515559713889480
961,676240315025
962,3545579280068640
963,375762199150766
964,347646582184224
965,4452146510975340000
966,3583339857310300
967,4252493503308450
968,30185711831829
969,4541581600008350
970,4121386439833690000
971,568501120709
972,6011139695407560
973,342426988665265
974,30340423792799
975,3505102389359000
976,3573863357088710
977,4564847094746
978,4369608402864180
979,4138559108372060
980,30469280844904
981,213124067693763
982,30266519247747
983,4323238760328430
984,4072392559873
985,5599008622037900
986,2239502118401340
987,372047603084675
988,3505572110114830
989,4524885772768790000
990,2226218433219220
991,3587337736109820
992,2648534167248950
993,4184561190982190
994,4657978464439
995,341492063602137
996,3564037624321250
997,60480501240
998,4064531183475
999,376628778995757
1000,5476039704650830
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
