transaction_id,credit_card_no,transaction_type,category,merchant,date
398067095562,30021700899776,Non-Online,Groceries,Decathalon,2022-11-11
871220039718,30021700899776,Non-Online,Groceries,Kinokuniya,2022-11-11
593421664187,30021700899776,Non-Online,Groceries,Isetan,2022-11-11
370642685008,30021700899776,Non-Online,Retail,7-Eleven,2022-11-11
505586759375,30208891803838,Non-Online,Groceries,Giant Hypermart,2022-11-12
411190884205,6011725202036188,Non-Online,Groceries,NTUC Fairprice,2022-11-12
232199917655,341068596777651,Non-Online,Retail,7-Eleven,2022-11-08
162135260080,676302916629,Non-Online,Retail,7-Eleven,2022-11-09
571069380161,4856347520734817,Non-Online,Retail,7-Eleven,2022-11-07
679094901165,213160895963549,Non-Online,Retail,7-Eleven,2022-11-10
176158391771,6011288091973797,Non-Online,Retail,7-Eleven,2022-11-07
277461870648,5189999022472752,Non-Online,Retail,7-Eleven,2022-11-09
181576818049,213183760721990,Non-Online,Groceries,NTUC Fairprice,2022-11-13
678744112099,372795280041935,Online,Groceries,Qoo10,2022-11-11
113932834187,372795280041935,Online,Groceries,Amazon,2022-11-11
874331001671,372795280041935,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
353614887794,372795280041935,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
748337701492,372795280041935,Non-Online,Groceries,Kinokuniya,2022-11-11
424584696213,30475861921615,Non-Online,Groceries,Cold Storage,2022-11-12
667859168964,2268652880572665,Non-Online,Groceries,Cold Storage,2022-11-12
370783451457,2268652880572665,Non-Online,Groceries,Don Don Donki,2022-11-12
376513274880,4038259087402889,Non-Online,Retail,7-Eleven,2022-11-07
558668070338,6011567333837526,Online,Groceries,Amazon,2022-11-11
377937558415,6011567333837526,Non-Online,Groceries,Isetan,2022-11-11
849938919215,6011567333837526,Non-Online,Groceries,Decathalon,2022-11-11
556882720001,6011567333837526,Non-Online,Retail,7-Eleven,2022-11-11
714035623270,4781047061701,Non-Online,Retail,7-Eleven,2022-11-08
706048447343,503872421337,Online,Groceries,Qoo10,2022-11-11
603477700704,503872421337,Online,Groceries,eBay,2022-11-11
743079360741,503872421337,Online,Groceries,Lazada,2022-11-11
244881805643,503872421337,Non-Online,Groceries,Takashimaya,2022-11-11
418655332806,503872421337,Non-Online,Groceries,Isetan,2022-11-11
766352323104,503872421337,Non-Online,Groceries,Decathalon,2022-11-11
513423388815,503872421337,Non-Online,Retail,7-Eleven,2022-11-11
638332884060,563175312724,Non-Online,Retail,7-Eleven,2022-11-10
242888372543,2293450043676849,Non-Online,Retail,7-Eleven,2022-11-08
384500252220,349905532879632,Online,Groceries,Zalora,2022-11-11
371205845698,349905532879632,Online,Groceries,eBay,2022-11-11
579971897012,349905532879632,Online,Groceries,eBay,2022-11-11
336327779810,349905532879632,Non-Online,Groceries,Decathalon,2022-11-11
655017835376,349905532879632,Non-Online,Groceries,Decathalon,2022-11-11
604063832666,349905532879632,Non-Online,Groceries,Takashimaya,2022-11-11
597359792528,349905532879632,Non-Online,Retail,7-Eleven,2022-11-11
605184798887,347397949270237,Online,Groceries,Amazon,2022-11-11
105164499832,347397949270237,Online,Groceries,Zalora,2022-11-11
697383125459,347397949270237,Non-Online,Groceries,Isetan,2022-11-11
593758148886,347397949270237,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
271652159809,347397949270237,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
402886866597,347397949270237,Non-Online,Retail,7-Eleven,2022-11-11
519988102100,6011266253672829,Non-Online,Retail,7-Eleven,2022-11-08
347782625763,3539533358480980,Non-Online,Retail,7-Eleven,2022-11-07
190776216596,4960948737094,Online,Groceries,Zalora,2022-11-11
384533725758,4960948737094,Online,Groceries,Lazada,2022-11-11
862733383269,4960948737094,Non-Online,Groceries,Decathalon,2022-11-11
366247075963,4960948737094,Non-Online,Groceries,Takashimaya,2022-11-11
645741461588,4960948737094,Non-Online,Groceries,Kinokuniya,2022-11-11
307506397533,4960948737094,Non-Online,Retail,7-Eleven,2022-11-11
149344281253,501840524406,Non-Online,Retail,7-Eleven,2022-11-09
606803317316,4314171733912036,Non-Online,Retail,7-Eleven,2022-11-10
115191674170,180047463029622,Non-Online,Retail,7-Eleven,2022-11-10
553327054851,4449764467863049039,Non-Online,Groceries,Cold Storage,2022-11-13
781961867812,4449764467863049039,Non-Online,Groceries,Don Don Donki,2022-11-13
812146794020,4195771696194797,Non-Online,Groceries,Don Don Donki,2022-11-12
315622579514,4195771696194797,Non-Online,Groceries,NTUC Fairprice,2022-11-12
445028435461,2719594394019897,Online,Groceries,Amazon,2022-11-11
168137038332,2719594394019897,Non-Online,Groceries,Takashimaya,2022-11-11
352935895336,2719594394019897,Non-Online,Groceries,Isetan,2022-11-11
502792282000,2719594394019897,Non-Online,Retail,7-Eleven,2022-11-11
800619569686,578781031757,Non-Online,Retail,7-Eleven,2022-11-09
526359717525,2331859861485220,Non-Online,Groceries,NTUC Fairprice,2022-11-13
836738363533,2331859861485220,Non-Online,Groceries,Cold Storage,2022-11-13
772025555109,5401652701691091,Non-Online,Retail,7-Eleven,2022-11-09
348103511523,675997512834,Non-Online,Retail,7-Eleven,2022-11-08
846658051161,180022680833783,Non-Online,Retail,7-Eleven,2022-11-07
656754968113,371153431951415,Non-Online,Retail,7-Eleven,2022-11-10
860838084599,4460358062707579637,Non-Online,Retail,7-Eleven,2022-11-08
180870222519,630410381184,Non-Online,Retail,7-Eleven,2022-11-07
292226618643,4164850955772282,Online,Groceries,Zalora,2022-11-11
326602684031,4164850955772282,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
667746479770,4574374750276153,Non-Online,Groceries,Don Don Donki,2022-11-13
451874998262,4574374750276153,Non-Online,Groceries,NTUC Fairprice,2022-11-13
336973558649,3548841084406891,Non-Online,Groceries,Cold Storage,2022-11-13
412314003642,3548841084406891,Non-Online,Groceries,Don Don Donki,2022-11-13
353021428540,4348504243686601,Online,Groceries,Qoo10,2022-11-11
175132086476,4348504243686601,Online,Groceries,eBay,2022-11-11
103695835087,4348504243686601,Online,Groceries,Qoo10,2022-11-11
766341391590,4348504243686601,Non-Online,Groceries,Decathalon,2022-11-11
178629574043,4348504243686601,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
134146323857,4348504243686601,Non-Online,Groceries,Isetan,2022-11-11
580492912399,3574778724714697,Non-Online,Retail,7-Eleven,2022-11-09
845009375668,4115388440945668,Online,Groceries,Amazon,2022-11-11
165379834809,4115388440945668,Online,Groceries,Qoo10,2022-11-11
751724893320,4115388440945668,Non-Online,Groceries,Kinokuniya,2022-11-11
776867323226,4115388440945668,Non-Online,Groceries,Isetan,2022-11-11
778775427846,4115388440945668,Non-Online,Groceries,Kinokuniya,2022-11-11
445069394130,4842930755778927,Non-Online,Retail,7-Eleven,2022-11-09
720231097005,3548695784831281,Non-Online,Retail,7-Eleven,2022-11-08
110590361621,676114380642,Online,Groceries,Lazada,2022-11-11
771552258667,676114380642,Online,Groceries,Amazon,2022-11-11
682888133099,676114380642,Non-Online,Groceries,Takashimaya,2022-11-11
865821689447,676114380642,Non-Online,Retail,7-Eleven,2022-11-11
497120254200,2720330051222475,Online,Groceries,Zalora,2022-11-11
809893508971,2720330051222475,Non-Online,Groceries,Isetan,2022-11-11
698808399653,2720330051222475,Non-Online,Groceries,Takashimaya,2022-11-11
305208569452,2720330051222475,Non-Online,Groceries,Takashimaya,2022-11-11
168664943282,2720330051222475,Non-Online,Retail,7-Eleven,2022-11-11
603690839249,30058172168520,Non-Online,Groceries,NTUC Fairprice,2022-11-13
634432737521,30058172168520,Non-Online,Groceries,Cold Storage,2022-11-13
790832881726,4143887799421508,Non-Online,Groceries,NTUC Fairprice,2022-11-13
322166120877,580295414719,Non-Online,Groceries,Giant Hypermart,2022-11-12
682044025128,3552903580215482,Online,Groceries,eBay,2022-11-11
576090419482,3552903580215482,Non-Online,Groceries,Takashimaya,2022-11-11
840656818431,3552903580215482,Non-Online,Groceries,Takashimaya,2022-11-11
113938958489,3552903580215482,Non-Online,Groceries,Kinokuniya,2022-11-11
408915827114,3552903580215482,Non-Online,Retail,7-Eleven,2022-11-11
862393092744,213172934153370,Online,Groceries,Amazon,2022-11-11
262176970788,213172934153370,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
378442639010,213172934153370,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
222572106529,4815910471457413,Online,Groceries,Shopee,2022-11-11
582904531942,4815910471457413,Non-Online,Groceries,Decathalon,2022-11-11
141304366616,4815910471457413,Non-Online,Retail,7-Eleven,2022-11-11
111693720445,6011407731747128,Non-Online,Retail,7-Eleven,2022-11-09
610141550807,213155103970906,Non-Online,Retail,7-Eleven,2022-11-07
318614364722,6549585533241654,Non-Online,Retail,7-Eleven,2022-11-10
478522183515,4446145309187588,Online,Groceries,Qoo10,2022-11-11
175183654260,4446145309187588,Online,Groceries,Amazon,2022-11-11
227549700631,4446145309187588,Non-Online,Groceries,Isetan,2022-11-11
746521279459,4446145309187588,Non-Online,Groceries,Takashimaya,2022-11-11
214879083371,2716988798758758,Online,Groceries,Amazon,2022-11-11
866834816636,2716988798758758,Online,Groceries,Zalora,2022-11-11
418712205371,2716988798758758,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
421812982882,2716988798758758,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
279981902809,2716988798758758,Non-Online,Retail,7-Eleven,2022-11-11
568000590684,3584022025816358,Non-Online,Retail,7-Eleven,2022-11-07
690157455286,4018161213001450800,Non-Online,Groceries,Don Don Donki,2022-11-12
446736791714,38518143363809,Online,Groceries,Lazada,2022-11-11
486446202836,38518143363809,Online,Groceries,eBay,2022-11-11
746392960435,38518143363809,Online,Groceries,Lazada,2022-11-11
138480447398,38518143363809,Non-Online,Groceries,Isetan,2022-11-11
712985559896,38518143363809,Non-Online,Groceries,Decathalon,2022-11-11
231043037318,38518143363809,Non-Online,Groceries,Takashimaya,2022-11-11
212285002152,38518143363809,Non-Online,Retail,7-Eleven,2022-11-11
117059694941,4788699655356508,Online,Groceries,Qoo10,2022-11-11
364333717043,4788699655356508,Non-Online,Groceries,Isetan,2022-11-11
187045328121,4788699655356508,Non-Online,Groceries,Decathalon,2022-11-11
673264269010,4788699655356508,Non-Online,Groceries,Kinokuniya,2022-11-11
307138186082,4788699655356508,Non-Online,Retail,7-Eleven,2022-11-11
711093572256,4406022753123278,Non-Online,Retail,7-Eleven,2022-11-10
279488915880,340822420401420,Non-Online,Groceries,Cold Storage,2022-11-13
248683285182,340822420401420,Non-Online,Groceries,Cold Storage,2022-11-13
105456700335,4148845432360207,Non-Online,Retail,7-Eleven,2022-11-07
213391973058,3559185434668248,Non-Online,Retail,7-Eleven,2022-11-08
520484312950,4671841709308552,Non-Online,Groceries,Don Don Donki,2022-11-12
217318976241,3593992105060516,Non-Online,Retail,7-Eleven,2022-11-09
595321574087,180033604711443,Non-Online,Retail,7-Eleven,2022-11-08
191409753182,4456958726650963,Non-Online,Retail,7-Eleven,2022-11-08
461280059280,2720516722266269,Non-Online,Retail,7-Eleven,2022-11-10
684863257627,6011939060280594,Online,Groceries,Qoo10,2022-11-11
835760821172,6011939060280594,Non-Online,Groceries,Kinokuniya,2022-11-11
490912047823,6011939060280594,Non-Online,Retail,7-Eleven,2022-11-11
632739441834,213123955353837,Non-Online,Retail,7-Eleven,2022-11-10
433954566475,3518192948358084,Non-Online,Groceries,Cold Storage,2022-11-13
759446980965,3518192948358084,Non-Online,Groceries,Don Don Donki,2022-11-13
122742246029,180062635340047,Online,Groceries,Shopee,2022-11-11
742331391005,180062635340047,Online,Groceries,Amazon,2022-11-11
497755960101,180062635340047,Non-Online,Groceries,Kinokuniya,2022-11-11
714134112332,180062635340047,Non-Online,Groceries,Decathalon,2022-11-11
139766608959,630467273755,Non-Online,Retail,7-Eleven,2022-11-10
732769164505,3564175979826569,Non-Online,Retail,7-Eleven,2022-11-08
406847137907,213161834904941,Non-Online,Retail,7-Eleven,2022-11-10
219089545408,213172689082667,Non-Online,Groceries,NTUC Fairprice,2022-11-12
779186131439,4529400091944955,Online,Groceries,Lazada,2022-11-11
640317290122,4529400091944955,Online,Groceries,eBay,2022-11-11
258513883427,4529400091944955,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
579082371899,4529400091944955,Non-Online,Groceries,Decathalon,2022-11-11
433860268967,4529400091944955,Non-Online,Groceries,Decathalon,2022-11-11
826411674927,4529400091944955,Non-Online,Retail,7-Eleven,2022-11-11
374494276117,371056214598982,Non-Online,Groceries,NTUC Fairprice,2022-11-12
492755407670,30459569332382,Non-Online,Groceries,Cold Storage,2022-11-12
611755169317,2451747210928574,Non-Online,Retail,7-Eleven,2022-11-10
873368784866,575451205844,Non-Online,Retail,7-Eleven,2022-11-09
871142093640,30162334981224,Non-Online,Retail,7-Eleven,2022-11-09
791543072401,2279449231220673,Non-Online,Retail,7-Eleven,2022-11-07
794145911153,567904821020,Non-Online,Retail,7-Eleven,2022-11-10
700114557202,4248752279131528,Non-Online,Groceries,Cold Storage,2022-11-13
446767543021,4248752279131528,Non-Online,Groceries,NTUC Fairprice,2022-11-13
151830254725,2259294505928880,Non-Online,Retail,7-Eleven,2022-11-10
847749957143,378658936237105,Non-Online,Groceries,Giant Hypermart,2022-11-12
206132040587,5160610820584754,Online,Groceries,Qoo10,2022-11-11
670565809396,5160610820584754,Non-Online,Groceries,Decathalon,2022-11-11
864320928474,5160610820584754,Non-Online,Retail,7-Eleven,2022-11-11
803783447283,5338146264864763,Non-Online,Groceries,NTUC Fairprice,2022-11-12
881023648666,4998195426879221,Online,Groceries,Zalora,2022-11-11
631490210465,4998195426879221,Online,Groceries,Qoo10,2022-11-11
494000602538,4998195426879221,Online,Groceries,Qoo10,2022-11-11
637022316565,4998195426879221,Non-Online,Groceries,Isetan,2022-11-11
356344942783,4998195426879221,Non-Online,Groceries,Isetan,2022-11-11
791348933992,3586175055297606,Non-Online,Groceries,NTUC Fairprice,2022-11-12
848329054203,375097586049085,Non-Online,Retail,7-Eleven,2022-11-07
309362723874,4093843188640345851,Non-Online,Retail,7-Eleven,2022-11-08
611717161010,346347786197630,Non-Online,Retail,7-Eleven,2022-11-09
243066140533,30514932188539,Non-Online,Groceries,Giant Hypermart,2022-11-13
323958082456,30514932188539,Non-Online,Groceries,Cold Storage,2022-11-13
744359095058,4502076639302,Non-Online,Retail,7-Eleven,2022-11-08
829931641130,4982589793333994,Non-Online,Retail,7-Eleven,2022-11-10
312087934639,676292841878,Non-Online,Groceries,Giant Hypermart,2022-11-12
518857591564,676292841878,Non-Online,Groceries,Cold Storage,2022-11-12
416088838668,4632063563230909,Non-Online,Groceries,Giant Hypermart,2022-11-12
114988710775,4632063563230909,Non-Online,Groceries,NTUC Fairprice,2022-11-12
642089731001,570176712257,Non-Online,Groceries,NTUC Fairprice,2022-11-12
602510834001,587644827095,Non-Online,Retail,7-Eleven,2022-11-08
719859118566,6011225003800049,Online,Groceries,Lazada,2022-11-11
523619277304,6011225003800049,Non-Online,Groceries,Takashimaya,2022-11-11
144255610693,6011225003800049,Non-Online,Retail,7-Eleven,2022-11-11
246948822631,4746559469389072,Non-Online,Retail,7-Eleven,2022-11-08
824713332810,4787962672645092,Non-Online,Retail,7-Eleven,2022-11-09
896788430025,3575758311792222,Non-Online,Groceries,Don Don Donki,2022-11-12
785987231929,3512706074438737,Non-Online,Groceries,NTUC Fairprice,2022-11-13
636807821521,4191535012470499270,Non-Online,Retail,7-Eleven,2022-11-08
756352360752,6538347592458866,Non-Online,Retail,7-Eleven,2022-11-10
447190399863,6011264941135085,Non-Online,Retail,7-Eleven,2022-11-07
247129732397,4685883636178215,Non-Online,Groceries,Cold Storage,2022-11-12
627712203360,4685883636178215,Non-Online,Groceries,Cold Storage,2022-11-12
447428288248,340294286852759,Non-Online,Retail,7-Eleven,2022-11-09
161435618734,676346805622,Non-Online,Retail,7-Eleven,2022-11-08
186729067452,3516362248722386,Non-Online,Groceries,Don Don Donki,2022-11-12
236434027227,2706425181355605,Non-Online,Groceries,Giant Hypermart,2022-11-12
165977367621,2706425181355605,Non-Online,Groceries,NTUC Fairprice,2022-11-12
838117378242,3578999427541007,Non-Online,Groceries,Don Don Donki,2022-11-12
660729075757,3578999427541007,Non-Online,Groceries,Cold Storage,2022-11-12
714479758005,5117929162010317,Non-Online,Retail,7-Eleven,2022-11-10
881223693739,4724435915932730,Non-Online,Groceries,Don Don Donki,2022-11-12
840618176409,4664852518004554,Non-Online,Retail,7-Eleven,2022-11-10
842847331852,4584494052867364,Non-Online,Groceries,Don Don Donki,2022-11-12
138353469765,4747643946190349273,Non-Online,Groceries,Cold Storage,2022-11-13
535657013758,180008036506934,Non-Online,Retail,7-Eleven,2022-11-08
232770570707,30130411772758,Non-Online,Groceries,Don Don Donki,2022-11-12
745953356213,349080150661959,Non-Online,Retail,7-Eleven,2022-11-07
107395172410,2292697090079142,Non-Online,Retail,7-Eleven,2022-11-08
355341684762,38091457752132,Non-Online,Groceries,Cold Storage,2022-11-13
732829275784,6540150664072326,Non-Online,Retail,7-Eleven,2022-11-07
593773941531,503859601877,Non-Online,Retail,7-Eleven,2022-11-08
583966043452,2255084999960612,Non-Online,Retail,7-Eleven,2022-11-07
105494902785,345173889275508,Non-Online,Retail,7-Eleven,2022-11-08
749000478306,6582967344392736,Non-Online,Groceries,Don Don Donki,2022-11-13
143266045126,6582967344392736,Non-Online,Groceries,Giant Hypermart,2022-11-13
189529290593,6522500708534438,Non-Online,Retail,7-Eleven,2022-11-07
822064007784,4368367341519282596,Non-Online,Retail,7-Eleven,2022-11-07
789752979197,639052663494,Non-Online,Retail,7-Eleven,2022-11-10
642958872003,30519482145698,Non-Online,Retail,7-Eleven,2022-11-10
621876946041,4690544053994467,Non-Online,Retail,7-Eleven,2022-11-10
240043595641,6558501263334112,Non-Online,Retail,7-Eleven,2022-11-09
574004297292,4536012726351,Non-Online,Groceries,NTUC Fairprice,2022-11-13
212050525781,4536012726351,Non-Online,Groceries,Cold Storage,2022-11-13
142521308143,30077212146171,Online,Groceries,Qoo10,2022-11-11
453417125110,30077212146171,Non-Online,Groceries,Kinokuniya,2022-11-11
458847245089,30077212146171,Non-Online,Groceries,Isetan,2022-11-11
554413763510,30077212146171,Non-Online,Groceries,Isetan,2022-11-11
721694119439,30077212146171,Non-Online,Retail,7-Eleven,2022-11-11
132711995617,342976666135775,Online,Groceries,eBay,2022-11-11
149908182570,342976666135775,Online,Groceries,Lazada,2022-11-11
400339214801,342976666135775,Online,Groceries,Qoo10,2022-11-11
486104495563,342976666135775,Non-Online,Groceries,Isetan,2022-11-11
234474648202,342976666135775,Non-Online,Groceries,Kinokuniya,2022-11-11
531756296979,342976666135775,Non-Online,Retail,7-Eleven,2022-11-11
199562358870,180079298055688,Non-Online,Retail,7-Eleven,2022-11-08
563393859596,572494000399,Non-Online,Groceries,Don Don Donki,2022-11-12
450541377685,4644850499030,Non-Online,Retail,7-Eleven,2022-11-09
568050221603,4533943691789244698,Non-Online,Groceries,Giant Hypermart,2022-11-12
475461717148,342456145550043,Non-Online,Retail,7-Eleven,2022-11-10
526883639390,3532147998656599,Non-Online,Retail,7-Eleven,2022-11-08
327308017863,4977413906300775529,Online,Groceries,Amazon,2022-11-11
281110197278,4977413906300775529,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
464753249151,4977413906300775529,Non-Online,Groceries,Kinokuniya,2022-11-11
692152906342,4977413906300775529,Non-Online,Retail,7-Eleven,2022-11-11
476233421314,5595176704170446,Online,Groceries,Amazon,2022-11-11
115785689970,5595176704170446,Online,Groceries,Amazon,2022-11-11
823265295954,5595176704170446,Online,Groceries,Shopee,2022-11-11
777272908389,5595176704170446,Non-Online,Groceries,Decathalon,2022-11-11
780546199197,5595176704170446,Non-Online,Groceries,Isetan,2022-11-11
894047914535,5595176704170446,Non-Online,Groceries,Kinokuniya,2022-11-11
108573121727,5595176704170446,Non-Online,Retail,7-Eleven,2022-11-11
538485088073,3585355374850621,Non-Online,Retail,7-Eleven,2022-11-10
499225621880,4091631774720852,Non-Online,Retail,7-Eleven,2022-11-09
722547114709,348698783448196,Non-Online,Retail,7-Eleven,2022-11-10
381252813479,4722256038865,Non-Online,Retail,7-Eleven,2022-11-09
489061294368,4299502206272053,Non-Online,Retail,7-Eleven,2022-11-09
544565571954,2283675635684619,Non-Online,Groceries,Giant Hypermart,2022-11-13
473745730905,4059078399157500,Non-Online,Retail,7-Eleven,2022-11-08
810362787990,180051217722870,Non-Online,Retail,7-Eleven,2022-11-10
