person_id,Card_ID
137,4981411402926392
138,4368818171877270
139,180026461985373
140,4760708673632
141,4723745792813481020
142,345927636732602
143,345288996297938
144,3503795830002375
145,4186457325857670
146,4712312678350067
147,4699683028745
148,6011197036954103
149,4985274197431
150,6585394102599716
151,180065601692200
152,2330446154593885
153,588802704522
154,349861491819277
155,676135183231
156,6011975245833758
157,4801545019041240
158,4716886119756
159,4364000415584038
160,3549066493458775
161,3565280376031414
162,4705861837446678
163,3528533234228481
164,503836238298
165,4384073062686360
166,180012180103670
167,4656412933008175
168,4298409255540
169,180020739657476
170,4455966968493365
171,4828298887548
172,6578034710391408
173,4925940009248
174,4755196102094
175,180053635227292
176,3593006902816457
177,4052547795417210
178,180086976296211
179,3527416441588106
180,676202166705
181,341693036009629
182,180066807828234
183,3519744436008107
184,4228215052591155
185,4757788115765
186,6586813268521221
187,630491184945
188,376959785380653
189,343917156938087
190,213109505254773
191,6011375207826496
192,30307992975956
193,6011866356433431
194,180073959253245
195,213189177329590
196,4873464835657
197,3503392871484769
198,370105249874867
199,30531118098597
200,2713001419629987
201,4422932234745
202,4312623905872416
203,3593023906227805
204,180032757343152
205,30458943486120
206,6011918272648327
207,3547568056682891
208,4497896373611865
209,2672033319661835
210,213137131829387
211,3596479055303739
212,213102377194466
213,371917599132632
214,675942852186
215,371533486660278
216,2262839752929646
217,3512278620479151
218,4173800917494862
219,4198273032922996
220,4141497949601272
221,585466043312
222,3538375046988250
223,3534174344152709
224,6504896799832042
225,2294377486297420
226,3535410645935627
227,4357725666591188
228,30210867361601
229,4924481850201556
230,30335974827606
231,5115348184118945
232,3531272274279089
233,6011114163463790
234,180026096934580
235,377454223750575
236,3530178236958200
237,36775039317214
238,3594316087503948
239,6584101566634769
240,213164726669945
241,30546925067742
242,2245360952271129
243,3532086624674800
244,4211744460945710
245,639043748362
246,2300150440009021
247,3571920821119130
248,2561177828125685
249,4808316585898642
250,4296545850000
251,4322177244202551
252,4872453193565
253,2256850536068427
254,4415604324581273992
255,3564040092526399
256,213108378799559
257,340652736903979
258,6522667341290429
259,5542648658677141
260,3544469807883644
261,3500681400768582
262,38879290953465
263,2241297275727474
264,340584689142828
265,4530077198027921
266,3514527505119144
267,4952076631647674
268,6011636341275548
269,30532725372185
270,3552152451165547
271,343422827318413
272,630416772204
273,5516914199134626
274,180045264221380
275,371586470252734
276,4276153152337
277,3575978440992432
278,213147210788891
279,3565953572807205
280,2700210543103257
281,6563609390706236
282,2712544758675484
283,4856564037466227320
284,3514882927173629
285,5280119229355118
286,6525983939979415
287,4132244527581166
288,501835635696
289,2271797436055213
290,180070922895714
291,6574060712454922
292,38095260429218
293,6582652859211311
294,4306545947803
295,4637089653954224312
296,372449260126619
297,2713813578912297
298,3574380710093275
299,4849912580954835
300,3509651545149254
301,060409606369
302,3540297810012669
303,3538100664260562
304,213185930678034
305,372933031455423
306,4406197263662872
307,3509833867391819
308,4405129892864059
309,4837946039435149
310,30540415435337
311,4618425608085
312,6011438411868520
313,4442743893173560
314,4127582176759472401
315,6011792116341690
316,4906685332118924573
317,213162992520529
318,2659318178974594
319,2230648539541726
320,676317454707
321,373555630698464
322,3581506212084351
323,4365401746329
324,3502029015033745
325,4857980323312109811
326,3577609858329480
327,4980799364841594843
328,38194516501597
329,2703900047180739
330,4436977450999415126
331,6545493287747113
332,4804555065247085
333,180054951507929
334,374707235310677
335,6011500743271689
336,571200468940
337,2277954530837806
338,4508318308523971
339,180062742054549
340,4001295920080
341,4122826605459034
342,3555519551635941
343,4829281599891923
344,377472665152423
345,371554526332975
346,3593052076910643
347,3560936977966606
348,4251897296324075758
349,213149072435041
350,3530396249832697
351,4579209665424743
352,6011732770638460
353,2264223422539929
354,502024944204
355,4164598841880056978
356,341661948520025
357,6505589968119833
358,4862010536919
359,6011511243236635
360,4846381955485
361,4939091461017
362,371941349116729
363,342320907788367
364,4915241773741
365,30372939656465
366,4987139594047362
367,4950506098005
368,630494750866
369,2340500519081982
370,569964112126
371,213137946308874
372,2242671331267643
373,3580862792046976
374,4965831488354385
375,6546553144313687
376,4367348561977127
377,4844066309206657
378,6504799010298326
379,3562847314293323
380,060407448061
381,30202086515075
382,3546067723188185
383,4543905419920
384,2407546208226347
385,3503095479448553
386,4781122563845543
387,213181619671176
388,4626805644219782
389,348037862880344
390,213140854620397
391,4740066802156346857
392,3515306645383996
393,3573342273013661
394,6011294409347617
395,3517539901573441
396,3501963737868726
397,4871652199579372
398,4024484690717475
399,4791436757275145
400,4928412089878746
401,4654600036106795
402,4402790104271
403,4338007752109009
404,4640741821558381
405,4884832251146683
406,4156120680949530000
407,565114470166
408,4499128155454
409,502064540276
410,343165812293816
411,4053799378173595596
412,3561566532566846
413,3531632305611982
414,3552257654456278
415,4726855102553148
416,341789307713137
417,4550440590529
418,6011682778505015
419,38038016162790
420,3596080932927276
421,4808776475990
422,213129077746303
423,060456739907
424,213195324882696
425,2256319562687146
426,6556564037531506
427,6539636510341348
428,2232396542387020
429,30104743882544
430,4564577629734663
431,30057505757116
432,3549657157680686
433,345097896304888
434,4186180455076
435,4890999647498342
436,4373345395216336
437,3562749114300516
438,30447643858910
439,4651829799685488
440,4121403856851896
441,3503860669883111
442,378437729948875
443,340557284017272
444,4822913827018559
445,6531679981999747
446,588718419504
447,3542573658055970
448,4699566732702
449,4702128311633
450,213126216583704
451,5438118191024794
452,213144999354276
453,4332967609290417
454,630402341303
455,3566734157659008
456,2719773780430351
457,3506533350910132
458,348643277739189
459,213115921464326
460,2243440128742112
461,4327379715686
462,4699292658833539
463,3506970853520572
464,2709649823071372
465,4409541090702104411
466,5339905599708972
467,3549035552636001
468,4429064300927923957
469,4818734405949434588
470,4671163234587796386
471,30513974910016
472,4865811747704886
473,30597283079332
474,3504165652967262
475,4057715492403842
476,4171875248103358257
477,344380644641004
478,3538082994229709
479,4948351332248743
480,30435327728368
481,6535472667639043
482,3579069920094216
483,575046166535
484,3529765782914794
485,5548385695157019
486,4442325583390835
487,180052677378641
488,4876945112372
489,213107287203232
490,3555745955146173
491,3595611028953015
492,213146645703459
493,6501105920494935
494,4833297621465548
495,4530625123827490
496,675978286192
497,3576858300496238
498,4982203190397
499,5303323568615917
500,371850104402150
501,372763311627981
502,30201072359019
503,180024561604846
504,6574007210343180
505,4846477996336
506,4352430866853240
507,5505021811012694
508,4713998803209744999
509,4512182720904316
510,4773498674739861663
511,4593081065336
512,371076446946924
513,4012059587636055
514,4799694991242899
515,3542914646907387
516,4098416565963500194
517,180016535555252
518,344544269639136
519,4242400355170427338
520,341477465982112
521,4418948276354451
522,4314665711832736
523,3540205749452096
524,4077167107634297713
525,4684777594111138
526,3571970822685258
527,4762152712501443
528,4936780469145886440
529,2434703010562404
530,5447426454669844
531,3563274219224445
532,2271031958049762
533,2225339520003101
534,30143856238896
535,4630899697269889
536,4292592965966430
537,6596837109780553
538,379498101424314
539,2713046418900236
540,2329951337918381
541,30279532147802
542,6011679260808386
543,3502181326531634
544,3537964524465336
545,3562643205590434
546,30202835763828
547,4892090620396378
548,639068814701
549,370722957501399
550,4164315357868336
551,6011770730334986
552,4796620011791139
553,6540989788515409
554,4065079523289924777
555,4421321477502358
556,3500429074591645
557,375655384730048
558,349974630284269
559,4051955859383408252
560,3594536586556648
561,4415728781432
562,4458058025719367
563,4400958945089099
564,6011774260336114
565,4152611312338512
566,213143834139736
567,2715094230879855
568,3562958827137574
569,3542074019058761
570,3513056458952526
571,2281456159268440
572,349013715347269
573,4888727277859804
574,4156769860954
575,4429271959938962
576,349897816645799
577,4671277723215293
578,213198733867209
579,3548107460470871
580,30576849011336
581,4582863381052
582,503846702598
583,2262667759235596
584,4655862714630871
585,4004900938554
586,348940201851944
587,4939068566671801
588,30415175866189
589,3526650092527499
590,30541527076456
591,4539813642066
592,3597296438459569
593,3516303758383771
594,4224520998628
595,6504754696816743
596,4649799765599
597,4497283417241258
598,180090892634091
599,345513186069437
600,4583386260441076
601,4506090390213866518
602,2245122837899163
603,3585486719061549
604,213105213580582
605,4511015766753
606,342718526507698
607,4773599093813192
608,4734991070020727
609,4203280312808
610,4879078640722
611,30313705616267
612,3542684816150874
613,4977578830533446644
614,4032973887709870093
615,2249183269423498
616,3544243863308246
617,3534308917483055
618,6578564484594001
619,346597758220691
620,4234479434087
621,4955937174366062
622,630417350273
623,180068022371016
624,213108515037814
625,3544037235007589
626,6011080281378881
627,4370202737154
628,4979331467624498
629,4333701651705770496
630,4329844811668158
631,4467766641288893
632,3505268405000354
633,4303992588461
634,2526905297500432
635,213169797335797
636,378464479100465
637,180030698057352
638,180099003767443
639,3504113895327613
640,341211676257083
641,3545932689441681
642,4145396510703143
643,4946041963853273
644,2706182817325292
645,060446603817
646,30237706143965
647,4116340158393
648,630402121754
649,4416545981338
650,6529133464600665
651,4610190400689827115
652,3563330113375855
653,3590666976520336
654,6527488065306522
655,2245655239361696
656,213140294558595
657,6525135530581542
658,3514274418192914
659,2703902851129257
660,4874380435367546
661,676224344231
662,348117591342046
663,501814456627
664,4967549717616147
665,30426929632280
666,2243544778905448
667,6590460313483066
668,2718314196617108
669,4573345322737225403
670,4178836378051648
671,3575312106159518
672,4548182562205432
673,4708481903296
674,6011276787587716
675,4631151666357058240
676,4202845694633575201
677,4438961677661034033
678,3526236980200926
679,4496311043880581855
680,4777899799737
681,3588090069673056
682,630493791911
683,4243026835026761644
684,573269253809
685,376031527818174
686,180070282737266
687,4723712691367448113
688,3566325104351235
689,180004019691686
690,213191131699902
691,6596078457040445
692,4438133761088
693,4126883773314299
694,630444884898
695,4648561917125511
696,6562484908482733
697,6011349419729418
698,342265501255604
699,349959527198722
700,3567847365076291
701,4313296075457100541
702,6011639191490647
703,3562569918654516
704,3573317209250439
705,4857919950051166
706,36954999034388
707,060487080016
708,4778162872572177
709,675969107910
710,2712729010655156
711,6591031270768291
712,4261188339011099
713,345152539088719
714,3595728275202456
715,344964590742435
716,675947015391
717,4636124142829763
718,6538116547665671
719,6011014580545718
720,3509163043416649
721,5134801894233344
722,5337107256657293
723,4363148194763637
724,2301554229031404
725,4696517916798
726,502027643647
727,4170422623162320
728,30599106064459
729,3535150386191812
730,3506098661537206
731,2238284973267149
732,4188659112437933738
733,3534648834979929
734,4305176270073390
735,213160373888655
736,180010731387248
737,4988050429185682
738,30411753018681
739,3595675467168435
740,4257574407559
741,3550231562316959
742,4260921070383755688
743,379314420354720
744,4898126660794611
745,4856928459686456
746,4604976321362496
747,180034433853091
748,4978486651025113461
749,3506051743576700
750,4175949393913540372
751,6558272189435546
752,2381863422321345
753,4816499511618207939
754,4649667124117743
755,30583427061238
756,4778558997543086
757,3512752986712728
758,2347085860849495
759,3592424779740711
760,4103603631834883
761,3596211969349015
762,38596003818021
763,373034212510091
764,2254697525198331
765,213129422490334
766,3564483022360978
767,2318056311872282
768,6548095695355863
769,30375966326332
770,4006871504935
771,4148010246166
772,4028499243084
773,370109518576641
774,4390726448492681908
775,4743178298225507
776,38312936270623
777,4608902874482
778,180019003950286
779,3591855855495780
780,4055613278746
781,180082034517268
782,213131821463888
783,2271092202224239
784,3592556898295844
785,4712425743076044
786,4935324152993
787,5418193638511988
788,3585969637011076
789,3514112338071331
790,30392333231327
791,30184752224499
792,4322007272155631437
793,4179740650433137
794,4711964984998764
795,3592370195216176
796,4208382196225456
797,6011428996132384
798,370963459729381
799,502089860451
800,501876636959
801,4455152159836015
802,3526231733620686
803,676201729974
804,503847848358
805,3581198165883011
806,36784942202240
807,589662026196
808,379582207230533
809,30493134328047
810,2569958930844145
811,3508612332586364
812,6553445201673352
813,3525259363370604
814,345140904773056
815,6511613286309413
816,3544201631367001
817,3543191984176532
818,180050606889902
819,501834304138
820,6011485769500197
821,4682766494045255759
822,36275423997267
823,639007238376
824,36261808548859
825,4531701505619216
826,6516626165962537
827,6531350766687622
828,30542983216271
829,4462202311457282
830,2493666298961234
831,36604268721880
832,4786942486604809
833,3530781999508920
834,4654039841390
835,346514451850989
836,4717700262103668053
837,3527093694267074
838,30108952557523
839,6520650987872124
840,6011593050188588
841,348645961125955
842,6011618142862633
843,4184980661325123751
844,180047470017495
845,4915336465950772538
846,3556544787956100
847,573398221784
848,379555774506006
849,180038826626428
850,4293698801476432
851,4055441051003236
852,6011498260832704
853,4565755808983363
854,4600964730667063
855,4607321115105
856,2702427333595140
857,4111634824763795
858,4602589413042991
859,4354017800180329055
860,4019518288530043
861,38006856213833
862,30281172092348
863,3537954216087308
864,676361997858
865,4553003553875524
866,4953656555000692
867,180088233431904
868,38464666518042
869,4969758884869317142
870,30225459493398
871,6011310191127403
872,3562194499731912
873,3514283633917930
874,3581969615816029
875,4067685923196976
876,3561994502104986
877,349831777308345
878,345613288969169
879,30020281879579
880,4396549487836646955
881,4372033683615
882,630467299628
883,3521108483040940
884,3542469404372704
885,6514507489021378
886,4489602470768
887,180009435988822
888,180029755988558
889,3552991906079385
890,6546395709741070
891,180095406186504
892,3551880491870889
893,4578000466681
894,4403275736513097
895,060473152274
896,4013767970617915620
897,4563164630310956
898,30350422940349
899,579419166874
900,371929490286839
901,6011629197588940
902,4099665475915637
903,4095583935289
904,6011673676940297
905,6011969326579026
906,30515309406495
907,345188086167837
908,4086878899630303
909,4867566167473094689
910,4156780673022
911,213183748731384
912,3553878542148444
913,6011779659981693
914,4404811372635745278
915,4209468208668038
916,376654375495298
917,501842016922
918,4143425382390366
919,579775577813
920,4401800917578574793
921,346602799348947
922,4559762881861
923,30193496316933
924,30394046654035
925,4315027508810467687
926,30210996538459
927,180097820743530
928,30597059754944
929,30588118294972
930,4123523846381470855
931,4873360224108468
932,639000233044
933,180060819593290
934,4175052623374
935,180087078684635
936,3591640010120428
937,676238270547
938,30385695713916
939,30034165864953
940,2720889013706933
941,4505105283547
942,568397187481
943,4499307567278139
944,375965881884259
945,3572412514800712
946,588068840739
947,4803552826071970
948,3502428339623597
949,30025611965782
950,3515075482416181
951,2712132396440709
952,4701285964291
953,213155424285232
954,4072460986126119
955,4424726346834
956,502075366018
957,348357371355673
958,4816649578833
959,4531592143106859624
960,213140387061838
961,4732522526858
962,376276275290072
963,4109773392934806085
964,4631595393871106
965,4876721494728292
966,3548687578972769
967,3569290332387855
968,4966538691354982
969,6011307545264684
970,4690734942316317
971,6534898620789619
972,30288266080451
973,371345422932475
974,6520505139024034
975,213110207922444
976,4819505910546
977,4228471175424514555
978,6011229604065366
979,4273560036735354941
980,6521860648118937
981,4959990671270382
982,4751492719913
983,3528588598612571
984,4780902628968
985,4143237273030401
986,213158378315435
987,4165974420900
988,213165706462375
989,502028479579
990,4399866546267643432
991,3520568238630116
992,3510649922293577
993,3557524358073294
994,6011809114585811
995,6011928743591964
996,639017972618
997,4025854973979371141
998,4531957258932
999,30253136727400
1000,562395337479
